1 0.02074 0.017556 0.018004
2 0.018828 0.017992 0.018036
4 0.022384 0.018776 0.017048
8 0.018808 0.018036 0.018176
16 0.019348 0.019244 0.018448
32 0.023204 0.026024 0.019816
64 0.029776 0.034756 0.023096
