1 0.017756 0.017164 0.018308
2 0.021484 0.018044 0.01652
4 0.017268 0.01856 0.017308
8 0.017528 0.016388 0.018596
16 0.01882 0.0195 0.0182
32 0.0237 0.026032 0.020052
64 0.02982 0.035776 0.023792
